longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-122.01,37.59,2,838,295.0,240,149,2.875,NEAR BAY,233281.04
-115.88,32.93,15,208,49.0,51,20,4.0208,INLAND,172269.02
-121.74,39.15,20,2302,412.0,1205,399,2.8,INLAND,106569.0
-117.3,34.13,52,1859,395.0,968,333,1.2034,INLAND,83202.0
-117.95,33.85,13,6963,1426.0,3892,1375,4.1325,<1H OCEAN,207047.0
-122.35,37.93,39,2002,416.0,1166,395,1.7257,NEAR BAY,96729.0
-120.72,37.38,22,1311,319.0,1455,340,2.2813,INLAND,88274.0
-121.09,37.56,32,1717,325.0,1356,307,2.6705,INLAND,102563.0
-120.33,37.97,17,2530,526.0,1024,496,2.0057,INLAND,114394.0
-117.34,33.94,13,7910,,3382,1176,5.5563,INLAND,198926.0
-119.91,34.4,24,2001,365.0,1170,330,6.0992,NEAR OCEAN,327248.03
-121.59,39.1,24,1107,261.0,768,205,1.7167,INLAND,86216.0
-119.83,36.79,35,1872,363.0,1054,369,3.3272,INLAND,90566.0
-116.92,32.81,23,2668,528.0,1510,524,3.3669,<1H OCEAN,159370.0
-121.93,37.27,35,1855,345.0,985,329,6.0196,<1H OCEAN,303516.01
-118.46,34.07,49,2418,301.0,850,318,14.2867,<1H OCEAN,500001.0
-120.98,37.64,45,1913,335.0,839,333,3.1397,INLAND,120403.0
-121.76,37.7,9,3980,736.0,1705,679,5.7068,INLAND,231901.0
-122.06,37.67,22,3882,816.0,1830,743,4.2733,NEAR BAY,224659.01
-122.77,38.33,32,2054,324.0,843,306,4.5875,<1H OCEAN,253498.0
-117.21,34.12,32,1677,354.0,1021,339,3.6853,INLAND,106467.0
-117.66,34.14,8,1692,253.0,857,251,6.9418,INLAND,274101.0
-120.89,37.21,25,3301,678.0,994,306,3.2262,INLAND,127976.0
-120.4,34.85,26,2384,385.0,1323,400,4.8185,<1H OCEAN,207599.01
-118.33,33.89,42,1816,338.0,897,306,5.1874,<1H OCEAN,261318.03
-121.89,37.28,32,4308,717.0,2002,695,4.1645,<1H OCEAN,251546.0
-118.35,33.89,29,2940,708.0,2175,684,3.6486,<1H OCEAN,232776.0
-122.66,38.81,22,852,176.0,461,142,3.4375,INLAND,126583.0
-117.76,33.53,24,2105,346.0,712,332,10.6349,<1H OCEAN,498561.9
-117.9,33.74,25,808,163.0,1066,189,4.7679,<1H OCEAN,184822.0
-118.3,33.88,35,3227,749.0,1881,696,2.8445,<1H OCEAN,218347.0
-118.87,35.65,33,1504,325.0,584,223,3.4792,INLAND,85429.0
-119.28,36.35,7,3598,701.0,2080,678,3.1111,INLAND,86533.0
-117.31,32.98,17,2789,648.0,849,345,4.1012,NEAR OCEAN,286390.06
-119.83,34.45,24,2168,373.0,934,366,5.4197,NEAR OCEAN,316527.0
-121.26,37.98,41,1633,433.0,885,413,0.9782,INLAND,67948.0
-122.3,38.3,44,3690,809.0,1922,736,2.6346,NEAR BAY,152428.0
-118.34,33.88,31,3122,727.0,1885,715,3.8657,<1H OCEAN,251706.0
-117.13,32.8,35,2129,382.0,1044,350,3.9732,NEAR OCEAN,167254.0
-117.5,33.92,31,2529,513.0,1504,426,2.9821,INLAND,117701.0
-118.2,34.02,48,2230,593.0,2419,598,2.3944,<1H OCEAN,139917.0
-118.28,33.99,38,1454,323.0,1098,297,1.5109,<1H OCEAN,98897.0
-121.94,37.83,11,2836,373.0,959,335,10.5815,INLAND,434223.6
-122.19,37.8,48,1694,259.0,610,238,4.744,NEAR BAY,230746.0
-118.25,33.9,37,2119,442.0,1372,406,1.9605,<1H OCEAN,101228.0
-118.25,33.79,38,1730,460.0,1724,424,2.7308,NEAR OCEAN,163151.0
-121.06,38.88,17,7635,1284.0,3096,1227,4.2917,INLAND,177097.0
-122.19,39.53,34,2679,533.0,1287,505,2.165,INLAND,68357.0
-117.2,32.83,36,1089,240.0,623,226,2.5909,NEAR OCEAN,220799.0
-117.86,33.79,31,3523,922.0,2660,949,3.1792,<1H OCEAN,192741.0
-124.01,40.89,28,1470,336.0,811,314,2.4559,<1H OCEAN,94356.0
-120.2,34.61,15,2958,690.0,1348,617,3.8582,NEAR OCEAN,246840.04
-120.97,37.63,39,2360,607.0,2047,605,1.7054,INLAND,73751.0
-121.62,37.09,37,1593,303.0,1030,287,3.9306,<1H OCEAN,228809.01
-117.17,32.81,26,2424,388.0,974,375,4.739,NEAR OCEAN,210162.01
-117.09,32.76,31,1235,387.0,816,397,1.5517,NEAR OCEAN,136146.0
-122.24,37.81,52,1490,238.0,634,256,6.0302,NEAR BAY,365722.05
-121.34,38.58,18,1631,228.0,599,228,7.8031,INLAND,267363.0
-118.28,34.03,26,2107,809.0,2821,572,0.844,<1H OCEAN,186145.01
-121.88,37.41,23,3224,652.0,2183,655,4.3807,<1H OCEAN,205505.0
-117.11,33.15,14,8374,1407.0,2916,1295,4.7019,<1H OCEAN,209211.0
-118.32,33.98,44,1448,314.0,861,310,2.2396,<1H OCEAN,127606.0
-122.05,37.31,25,4601,696.0,2003,666,8.0727,<1H OCEAN,418660.21
-122.3,38.28,31,1633,316.0,944,300,3.3977,NEAR BAY,143820.0
-121.43,38.62,36,1765,438.0,1008,382,2.0639,INLAND,74696.0
-123.23,39.77,25,2075,435.0,991,377,1.2281,INLAND,70647.0
-116.95,33.79,20,2399,546.0,1726,542,1.8845,INLAND,83824.0
-121.01,37.7,12,9148,1906.0,4656,1853,3.2447,INLAND,141823.0
-121.2,38.36,14,2634,463.0,1402,432,3.8897,INLAND,149256.0
-118.15,33.92,40,1335,281.0,804,282,4.3194,<1H OCEAN,195274.0
-122.08,37.39,44,1498,430.0,848,400,2.8438,NEAR BAY,212715.0
-121.24,37.96,37,1175,260.0,951,267,2.875,INLAND,80928.0
-118.02,33.77,33,2683,436.0,1520,456,5.0091,<1H OCEAN,238618.0
-121.3,38.14,17,3507,696.0,1867,709,3.2123,INLAND,116469.0
-118.27,33.99,30,504,140.0,529,123,1.9531,<1H OCEAN,102626.0
-119.95,37.47,32,1312,315.0,600,265,1.5,INLAND,97102.0
-122.04,38.25,52,582,131.0,241,106,2.4,INLAND,122197.0
-121.84,37.4,25,1866,271.0,840,275,6.8677,<1H OCEAN,318082.0
-117.91,33.87,52,2031,506.0,1191,463,2.9076,<1H OCEAN,191065.01
-117.94,33.88,35,1694,296.0,679,282,4.3333,<1H OCEAN,222246.0
-119.01,35.44,20,3458,651.0,1465,621,2.5806,INLAND,84405.0
-121.44,39.5,26,1652,325.0,790,292,3.0446,INLAND,81752.0
-122.25,40.15,15,1677,346.0,858,327,2.4375,INLAND,94628.0
-118.16,33.84,36,2444,432.0,1199,424,4.1538,<1H OCEAN,217977.0
-118.3,33.89,37,2132,565.0,1369,565,3.285,<1H OCEAN,187748.0
-117.66,33.46,26,2073,370.0,952,340,5.0877,<1H OCEAN,281014.04
-118.32,34.11,42,2462,543.0,857,482,4.0833,<1H OCEAN,414566.29
-122.68,38.44,36,1311,259.0,648,268,3.4545,<1H OCEAN,178189.0
-121.84,39.73,52,957,263.0,513,223,1.3672,INLAND,83450.0
-121.26,37.93,33,2109,531.0,2248,588,1.4583,INLAND,68055.0
-118.19,34.05,46,1051,302.0,1435,305,1.6667,<1H OCEAN,133383.0
-117.74,34.07,42,2504,553.0,1550,509,3.0294,INLAND,130365.0
-121.62,39.15,23,1984,528.0,1043,452,1.9375,INLAND,87365.0
-118.92,35.38,33,3122,579.0,1733,545,3.8307,INLAND,88561.0
-122.72,38.42,26,1168,253.0,937,248,1.9458,<1H OCEAN,151934.01
-122.01,38.25,16,1081,181.0,792,184,4.6779,INLAND,183103.0
-118.18,33.83,39,3622,745.0,1330,648,3.3125,NEAR OCEAN,289731.02
-119.78,34.45,23,2077,306.0,705,256,6.4744,NEAR OCEAN,321893.04
-118.29,34.09,35,2624,1116.0,3548,1008,2.0132,<1H OCEAN,218575.0
-122.47,37.78,52,2042,378.0,1153,408,4.1856,NEAR BAY,385362.02
-122.36,37.94,26,1540,343.0,1007,338,1.3365,NEAR BAY,91095.0
-117.68,33.51,19,2930,428.0,1481,430,6.323,<1H OCEAN,287668.0
-117.61,33.42,31,3959,856.0,1919,775,4.0313,NEAR OCEAN,301034.06
-121.9,37.67,15,2130,273.0,876,285,7.2639,<1H OCEAN,320405.01
-118.14,33.77,51,2812,621.0,1171,566,3.875,NEAR OCEAN,375443.02
-122.42,37.77,52,1176,493.0,1136,436,1.375,NEAR BAY,226325.05
-118.12,34.0,31,3281,768.0,2385,733,2.7308,<1H OCEAN,182537.0
-121.43,38.58,35,5298,954.0,1933,918,3.9167,INLAND,156916.0
-118.17,33.96,25,3297,1066.0,5027,1041,2.2817,<1H OCEAN,156989.0
-122.13,37.72,26,2862,394.0,1030,397,7.912,NEAR BAY,419362.13
-118.3,33.97,42,944,200.0,567,190,2.6311,<1H OCEAN,131470.0
-121.87,37.41,24,3308,548.0,1891,544,5.6683,<1H OCEAN,247151.0
-123.36,39.01,35,1551,321.0,857,288,2.7232,<1H OCEAN,117545.0
-122.41,37.8,52,3260,1535.0,3260,1457,0.9,NEAR BAY,280807.18
-121.99,36.99,29,3119,507.0,1476,487,5.8123,NEAR OCEAN,365513.2
-119.05,35.42,35,2353,483.0,1368,455,2.325,INLAND,63299.0
-116.9,34.25,16,3018,523.0,556,244,3.5288,INLAND,145441.01
-118.35,33.99,48,2741,439.0,1115,459,5.0514,<1H OCEAN,275543.01
-122.04,36.95,36,1862,364.0,1080,364,4.4567,NEAR OCEAN,253638.01
-122.01,36.95,52,1217,325.0,508,237,2.0547,NEAR OCEAN,215802.0
-122.02,37.95,25,1205,260.0,608,272,2.4519,NEAR BAY,159470.0
-118.05,33.87,18,4928,773.0,2952,754,5.8855,<1H OCEAN,288526.0
-116.93,32.79,19,3354,,1948,682,3.0192,<1H OCEAN,169117.0
-117.22,34.12,30,2512,597.0,1390,523,2.3725,INLAND,84308.0
-119.83,36.79,24,3505,819.0,2098,774,1.9575,INLAND,65588.0
-118.28,33.96,34,2074,562.0,1913,514,1.6156,<1H OCEAN,98272.0
-119.71,36.82,12,2144,568.0,1320,566,2.3381,INLAND,80121.0
-118.27,33.96,38,977,295.0,1073,292,1.0208,<1H OCEAN,94673.0
-118.26,33.89,36,2230,417.0,1395,381,2.8493,<1H OCEAN,131834.0
-122.48,37.74,52,2166,423.0,1072,370,4.131,NEAR OCEAN,320959.0
-118.08,34.12,34,2921,641.0,1541,562,3.6827,<1H OCEAN,237817.0
-118.0,33.81,13,2782,605.0,1749,628,4.1276,<1H OCEAN,182408.0
-118.2,33.98,43,1091,320.0,1418,316,2.1522,<1H OCEAN,160288.0
-118.3,34.01,52,1908,428.0,1271,394,2.5885,<1H OCEAN,129984.01
-122.44,37.76,38,2202,452.0,833,435,6.8939,NEAR BAY,405242.3
-117.94,33.62,28,1765,390.0,832,349,6.5928,<1H OCEAN,422907.31
-121.48,38.53,43,1378,280.0,708,280,2.3542,INLAND,107193.0
-117.32,34.1,27,2053,461.0,1737,463,3.1213,INLAND,104176.0
-122.1,37.89,21,3282,653.0,1398,601,5.2079,NEAR BAY,295636.0
-117.97,33.92,24,2017,416.0,900,436,3.0,<1H OCEAN,190493.0
-118.3,34.06,21,3960,1490.0,3468,1335,1.8214,<1H OCEAN,254795.02
-117.91,33.72,32,2436,504.0,2839,516,4.5607,<1H OCEAN,184003.0
-118.33,34.04,33,1806,444.0,1161,393,2.5927,<1H OCEAN,176280.01
-121.47,38.55,52,1384,295.0,561,244,2.0242,INLAND,103883.0
-117.82,33.68,3,3068,494.0,1357,486,7.9187,<1H OCEAN,347287.04
-117.94,33.82,29,1422,409.0,1057,390,2.3347,<1H OCEAN,188186.0
-122.28,37.86,52,938,195.0,393,189,3.8594,NEAR BAY,205039.0
-117.64,33.45,27,334,56.0,130,46,4.875,NEAR OCEAN,314080.2
-122.13,39.0,23,3832,774.0,2435,747,2.2754,INLAND,84047.0
-118.44,34.2,28,1732,435.0,1198,417,2.9219,<1H OCEAN,204543.0
-119.58,36.77,19,3225,548.0,1760,542,4.0227,INLAND,97800.0
-118.28,33.99,37,1971,513.0,1673,464,1.4625,<1H OCEAN,98381.0
-121.4,38.55,26,2697,398.0,1088,389,5.0,INLAND,163900.0
-118.21,33.84,28,822,205.0,627,192,3.4583,<1H OCEAN,165092.0
-119.01,35.36,38,1838,388.0,1203,373,1.6797,INLAND,56525.0
-117.63,34.02,13,4864,729.0,2780,723,5.6168,INLAND,192362.0
-118.18,33.77,36,1833,688.0,1128,620,1.1483,NEAR OCEAN,152080.0
-118.32,34.02,51,2010,460.0,1355,433,2.0304,<1H OCEAN,119018.0
-121.49,38.53,42,1468,281.0,571,271,3.3906,INLAND,114282.0
-120.39,38.0,33,2177,404.0,891,383,3.212,INLAND,118349.0
-118.21,34.05,26,745,258.0,694,236,1.3846,<1H OCEAN,167781.0
-118.22,33.94,42,1046,287.0,1218,289,2.6538,<1H OCEAN,127772.0
-118.19,33.91,33,915,225.0,826,212,2.7708,<1H OCEAN,131636.0
-118.41,34.01,26,2503,449.0,1218,426,5.3683,<1H OCEAN,416325.3
-118.12,34.14,25,3420,977.0,1718,947,3.1033,<1H OCEAN,214716.0
-122.34,37.57,28,3751,949.0,1691,846,3.9728,NEAR OCEAN,369396.03
-122.53,38.32,22,3577,,1371,501,5.795,<1H OCEAN,284379.0
-121.62,36.43,20,1335,290.0,717,243,4.7891,<1H OCEAN,225075.0
-117.87,33.72,37,2216,497.0,2445,506,3.8421,<1H OCEAN,177341.0
-120.69,35.52,26,2758,571.0,1291,522,2.925,<1H OCEAN,179138.0
-121.87,37.66,27,1569,242.0,583,214,5.7519,INLAND,286899.0
-117.73,33.51,5,4549,786.0,1238,632,6.1785,<1H OCEAN,348792.1
-121.99,37.33,35,1802,291.0,841,315,4.8365,<1H OCEAN,268992.0
-122.01,37.06,19,4113,767.0,2006,732,5.1121,NEAR OCEAN,323162.03
-119.64,37.61,30,2857,661.0,291,135,2.6838,INLAND,130200.0
-117.23,32.75,23,2415,653.0,1275,596,3.1389,NEAR OCEAN,235120.02
-117.16,32.89,5,8576,1952.0,5006,1827,4.3598,<1H OCEAN,204677.0
-117.98,33.76,24,1880,405.0,967,418,4.4545,<1H OCEAN,218006.01
-118.07,34.11,47,832,194.0,419,156,3.1576,<1H OCEAN,212109.0
-122.45,37.78,45,2747,699.0,1320,693,3.1576,NEAR BAY,371276.15
-122.22,38.08,37,2811,,1574,516,3.1053,NEAR BAY,121472.0
-118.25,34.0,32,1218,342.0,1292,304,1.5781,<1H OCEAN,105167.0
-121.96,36.99,23,3209,748.0,1423,666,2.7375,NEAR OCEAN,230499.0
-118.28,34.25,35,2045,450.0,1166,407,3.5214,<1H OCEAN,224172.0
-118.38,34.3,39,1622,355.0,903,314,4.1125,<1H OCEAN,204455.0
-118.37,34.08,22,3008,938.0,1224,816,3.2149,<1H OCEAN,355934.07
-121.33,38.7,15,2226,421.0,1004,417,2.7868,INLAND,126366.0
-118.08,34.14,42,2690,589.0,1149,535,3.88,INLAND,288761.0
-122.26,38.16,23,2840,491.0,1586,466,4.0337,NEAR BAY,150512.0
-118.43,34.29,50,1181,265.0,1196,269,3.2095,<1H OCEAN,216667.04
-122.44,37.76,30,5089,1210.0,1935,1139,4.6053,NEAR BAY,399738.18
-120.86,37.77,28,1208,232.0,535,232,2.3523,INLAND,100628.0
-117.89,33.82,21,1591,298.0,904,297,4.8906,<1H OCEAN,218135.0
-121.37,38.6,36,1119,144.0,414,150,5.8336,INLAND,232397.01
-118.14,33.95,42,1413,228.0,630,219,6.8564,<1H OCEAN,445228.47
-122.07,37.66,21,5031,1168.0,2461,1042,3.875,NEAR BAY,226228.01
-118.56,34.41,4,17313,3224.0,6902,2707,5.6798,<1H OCEAN,289892.03
-121.88,37.27,24,4567,688.0,2102,695,5.6895,<1H OCEAN,260151.0
-122.2,37.77,39,2689,597.0,1888,537,2.2562,NEAR BAY,109006.0
-118.34,34.17,49,3033,580.0,1284,561,4.1161,<1H OCEAN,289725.02
-122.43,37.61,21,10252,2595.0,4790,2428,4.1692,NEAR OCEAN,327682.08
-117.99,33.68,13,4000,883.0,1999,881,4.7245,<1H OCEAN,254340.0
-121.91,37.33,52,2212,563.0,1195,532,2.894,<1H OCEAN,210694.0
-118.32,33.88,37,1402,254.0,722,251,6.4781,<1H OCEAN,416088.32
-122.05,37.97,16,60,10.0,65,19,6.1359,NEAR BAY,233447.0
-122.2,39.75,18,2603,576.0,1616,588,2.0192,INLAND,72938.0
-123.85,39.42,11,1804,506.0,895,451,1.7574,<1H OCEAN,98821.0
-118.9,34.2,16,6510,817.0,2304,778,7.9943,<1H OCEAN,404020.05
-120.86,37.6,25,1178,206.0,709,214,4.5625,INLAND,155725.0
-122.26,38.57,22,509,103.0,139,73,2.1979,INLAND,122111.0
-118.36,33.9,42,1935,388.0,1136,379,4.74,<1H OCEAN,232959.0
-117.57,33.9,7,3797,850.0,2369,720,3.5525,INLAND,139219.0
-119.69,34.43,37,2801,497.0,1150,476,5.8311,<1H OCEAN,400180.18
-121.92,36.56,39,2144,538.0,749,419,2.7039,NEAR OCEAN,266704.02
-121.47,38.61,35,1372,360.0,850,328,1.6331,INLAND,69324.0
-118.4,34.1,27,3979,510.0,1351,520,15.0001,<1H OCEAN,500001.0
-119.87,36.83,4,4833,784.0,2088,789,5.1781,INLAND,147045.0
-120.42,34.94,32,2844,551.0,1337,516,2.7188,<1H OCEAN,155904.0
-121.27,38.05,26,378,75.0,164,65,3.4107,INLAND,140953.0
-118.15,33.85,36,1435,249.0,606,234,4.1439,<1H OCEAN,222522.0
-122.2,37.9,36,2107,287.0,740,280,10.3416,NEAR BAY,494576.93
-118.16,33.78,14,1709,558.0,1939,520,1.9808,NEAR OCEAN,154751.0
-122.38,37.59,49,1657,266.0,613,270,5.7837,NEAR OCEAN,406345.23
-118.2,33.9,26,1000,275.0,1178,263,2.12,<1H OCEAN,117920.0
-118.23,33.91,33,677,182.0,984,174,2.5893,<1H OCEAN,101378.0
-121.4,38.63,31,1540,452.0,1079,444,1.8571,INLAND,72939.0
-121.82,37.81,12,4711,659.0,2089,621,8.3209,INLAND,313678.04
-118.29,34.08,43,3056,1345.0,3920,1304,1.925,<1H OCEAN,213138.01
-118.55,34.17,36,2127,297.0,761,274,7.8392,<1H OCEAN,478592.76
-117.85,33.81,32,1766,322.0,876,330,4.0417,<1H OCEAN,220496.0
-117.83,33.81,28,1972,315.0,970,326,5.4298,<1H OCEAN,235265.0
-122.47,37.74,52,1538,305.0,819,319,4.0846,NEAR BAY,317392.0
-120.18,34.75,17,2074,382.0,1035,359,3.7958,<1H OCEAN,210042.0
-116.99,33.2,17,2980,539.0,1531,505,3.1553,<1H OCEAN,209397.0
-121.76,38.55,23,8800,1857.0,6330,1832,2.065,INLAND,111630.0
-118.36,33.86,35,2126,434.0,1044,433,5.5456,<1H OCEAN,320728.0
-119.72,36.32,40,1185,221.0,676,256,2.2721,INLAND,64745.0
-117.12,32.59,28,2793,706.0,1825,676,2.6724,NEAR OCEAN,154160.0
-122.26,37.54,5,3264,442.0,1607,453,9.1415,NEAR BAY,462034.52
-117.58,34.1,4,6360,1584.0,3359,1396,3.5186,INLAND,154706.0
-122.2,37.47,40,2959,389.0,985,365,9.9025,NEAR BAY,500001.0
-116.9,34.69,10,337,102.0,108,50,0.4999,INLAND,296019.47
-120.84,38.81,11,1280,286.0,609,248,3.1635,INLAND,138802.0
-117.37,33.97,34,3676,697.0,2653,682,2.5804,INLAND,105678.0
-117.02,32.71,30,3187,592.0,2082,631,3.5388,NEAR OCEAN,123940.0
-118.21,33.92,37,1705,403.0,1839,410,2.5833,<1H OCEAN,127934.0
-121.64,40.9,24,2237,434.0,834,318,1.7538,INLAND,72105.0
-117.23,32.86,16,1675,354.0,604,332,5.2326,NEAR OCEAN,262215.02
-122.92,38.97,20,2067,384.0,904,333,2.9934,<1H OCEAN,140509.0
-118.36,34.09,34,2832,883.0,1594,843,1.7558,<1H OCEAN,267641.03
-117.9,33.74,19,1566,379.0,1032,330,2.2105,<1H OCEAN,167777.0
-121.02,39.27,52,3720,707.0,1424,609,3.2,INLAND,137910.0
-122.19,37.76,52,2024,391.0,1030,350,2.4659,NEAR BAY,104941.0
-122.15,37.67,35,2472,398.0,1171,390,5.5797,NEAR BAY,271403.0
-119.18,34.16,12,460,101.0,405,103,5.2783,NEAR OCEAN,348632.22
-122.53,37.93,37,1722,352.0,648,337,4.125,NEAR BAY,357839.04
-117.67,33.55,6,3157,721.0,1695,710,3.7609,<1H OCEAN,183645.0
-119.85,36.82,15,1387,236.0,638,195,5.5842,INLAND,144362.0
-118.57,34.15,22,5791,706.0,2059,673,10.9201,<1H OCEAN,500001.0
-117.88,33.83,22,3522,543.0,1706,524,6.4685,<1H OCEAN,283305.01
-118.33,34.1,43,2732,1646.0,3049,1429,1.3157,<1H OCEAN,263316.09
-117.8,33.75,29,3058,488.0,1197,474,5.3903,<1H OCEAN,277893.05
-117.2,34.26,17,9419,1455.0,1382,459,6.2233,INLAND,223680.0
-117.68,33.65,6,10395,1915.0,4783,1811,5.928,<1H OCEAN,283826.02
-119.7,36.82,25,2379,540.0,1482,484,2.3173,INLAND,70488.0
-118.37,34.04,25,542,161.0,442,131,2.25,<1H OCEAN,187881.02
-121.63,39.18,13,1907,347.0,821,367,2.0978,INLAND,91020.0
-118.97,35.38,32,1361,363.0,1483,297,1.625,INLAND,48069.0
-121.75,39.4,29,1687,327.0,864,334,2.4943,INLAND,76734.0
-122.32,37.55,46,1437,266.0,607,263,4.8068,NEAR OCEAN,351366.06
-117.94,33.93,14,999,232.0,1037,244,2.7125,<1H OCEAN,155899.0
-119.42,36.35,20,1469,303.0,1031,259,1.6645,INLAND,55932.0
-122.31,38.0,29,3108,534.0,1687,516,4.3333,NEAR BAY,178497.0
-119.96,38.94,27,1492,393.0,717,254,1.8906,INLAND,97499.0
-117.04,34.0,21,4624,852.0,2174,812,3.5255,INLAND,115448.0
-117.9,33.71,15,539,71.0,287,66,6.3427,<1H OCEAN,295886.01
-122.46,37.88,35,2492,409.0,812,373,8.8386,NEAR BAY,465860.49
-118.34,34.19,48,814,165.0,490,176,3.1406,<1H OCEAN,246454.04
-118.36,34.2,14,1878,614.0,1874,559,2.5267,<1H OCEAN,190119.0
-118.18,34.02,43,887,219.0,965,217,2.625,<1H OCEAN,139272.0
-119.83,36.8,24,3756,681.0,1586,739,3.8571,INLAND,94117.0
-118.13,33.84,48,1895,294.0,881,293,6.3364,<1H OCEAN,401178.2
-122.71,38.43,38,1689,526.0,1071,529,1.5026,<1H OCEAN,158907.0
-119.72,34.43,36,1156,309.0,521,304,2.6014,<1H OCEAN,318688.0
-117.88,34.12,34,912,165.0,522,150,4.0417,<1H OCEAN,171088.0
-117.23,32.74,16,735,139.0,299,134,4.6354,NEAR OCEAN,244734.05
-122.46,37.66,15,6082,1284.0,3861,1198,5.4221,NEAR OCEAN,285562.0
-121.96,37.23,36,4423,632.0,1719,608,7.8407,<1H OCEAN,484943.87
-117.14,33.16,16,1660,,733,214,5.6874,<1H OCEAN,267333.05
-121.29,37.87,29,488,108.0,308,115,2.6563,INLAND,109473.0
-116.05,34.12,19,301,65.0,150,56,3.125,INLAND,97914.0
-118.3,33.89,30,2756,858.0,1806,787,3.0329,<1H OCEAN,205098.0
-122.38,37.58,52,2039,299.0,772,303,6.471,NEAR OCEAN,439325.32
-122.26,37.83,52,2432,715.0,1377,696,2.5898,NEAR BAY,211728.0
-117.46,34.1,35,908,226.0,667,203,2.5833,INLAND,101683.0
-121.92,37.33,52,2962,557.0,1215,506,4.7768,<1H OCEAN,323385.03
-122.07,37.69,29,2304,618.0,1021,552,2.5362,NEAR BAY,195925.0
-119.84,36.85,8,3791,487.0,1424,475,10.5144,INLAND,383635.44
-116.52,33.81,12,12396,2552.0,2548,1265,3.4394,INLAND,148202.0
-122.68,38.07,26,1445,244.0,510,207,5.6305,NEAR OCEAN,361965.04
-121.67,36.67,24,3071,544.0,1477,560,3.9219,<1H OCEAN,201122.0
-118.21,33.95,32,1116,328.0,1265,302,2.295,<1H OCEAN,139711.0
-121.98,37.28,28,3688,633.0,1877,620,5.7251,<1H OCEAN,301180.04
-117.93,33.84,34,2160,298.0,852,305,6.0531,<1H OCEAN,285466.04
-118.78,34.16,9,30405,4093.0,12873,3931,8.0137,NEAR OCEAN,430203.27
-122.3,37.9,35,1102,308.0,688,303,2.3946,NEAR BAY,170589.0
-119.23,34.42,16,630,117.0,343,100,5.75,<1H OCEAN,315453.01
-122.53,41.81,21,2400,485.0,1109,443,1.7639,INLAND,64394.0
-122.01,37.39,36,1976,361.0,1348,371,5.6447,<1H OCEAN,261208.0
-122.34,37.94,47,2313,433.0,947,430,3.942,NEAR BAY,149445.0
-121.62,36.71,24,4195,706.0,2200,647,4.3451,<1H OCEAN,212591.0
-118.1,33.84,36,690,109.0,316,104,3.7813,<1H OCEAN,192566.0
-122.5,37.75,45,1672,344.0,838,314,4.1419,NEAR OCEAN,272469.0
-118.12,34.68,12,5319,875.0,2439,779,4.6629,INLAND,156062.0
-117.31,33.24,6,1580,288.0,792,265,4.0469,<1H OCEAN,195088.07
-120.79,37.08,9,97,20.0,91,22,2.9063,INLAND,139697.0
-121.87,37.34,52,1170,215.0,604,207,2.6667,<1H OCEAN,230499.01
-117.79,33.77,21,4349,553.0,1680,519,6.9014,<1H OCEAN,301434.0
-122.52,37.96,35,2012,346.0,818,352,5.2818,NEAR BAY,300659.07
-118.3,33.87,27,3144,722.0,1510,680,3.1597,<1H OCEAN,225453.0
-118.05,34.06,45,531,164.0,722,166,2.1406,<1H OCEAN,169709.04
-118.21,34.14,44,1681,407.0,1105,387,3.2222,<1H OCEAN,194347.0
-117.98,33.78,31,2825,546.0,1908,563,3.9798,<1H OCEAN,200892.0
-117.15,34.04,14,2845,420.0,1172,377,7.5822,INLAND,260720.0
-118.11,33.81,37,1694,280.0,776,271,6.2187,<1H OCEAN,410796.24
-118.48,34.21,25,2879,723.0,2077,649,3.3864,<1H OCEAN,220055.0
-118.17,33.82,52,2539,497.0,1152,488,4.1354,NEAR OCEAN,255780.0
-121.22,38.4,14,2655,441.0,1277,422,4.6989,INLAND,173491.0
-118.19,34.12,46,3387,820.0,2833,813,2.987,<1H OCEAN,192380.0
-117.71,34.08,26,2744,494.0,1411,465,4.2639,INLAND,162718.0
-118.08,33.85,22,1055,204.0,682,216,6.0,<1H OCEAN,253250.0
-118.4,33.87,45,2093,497.0,842,472,6.3231,<1H OCEAN,453665.39
-117.4,34.04,17,1906,334.0,1550,338,3.025,INLAND,106677.0
-123.5,39.67,22,2124,450.0,1122,446,2.1793,INLAND,86418.0
-120.67,37.37,18,164,30.0,104,32,1.6607,INLAND,128210.02
-121.48,38.54,41,3364,685.0,1841,626,2.1975,INLAND,86610.0
-122.18,37.45,43,2061,437.0,817,385,4.4688,NEAR BAY,392701.38
-117.01,32.76,34,3415,608.0,1464,593,4.0549,<1H OCEAN,175978.0
-118.36,33.93,40,1625,500.0,2036,476,2.6298,<1H OCEAN,170958.0
-122.71,38.34,22,1249,335.0,699,308,2.6033,<1H OCEAN,163777.0
-118.51,34.2,35,1614,308.0,850,330,4.1806,<1H OCEAN,213938.0
-118.56,34.18,36,1366,224.0,719,270,4.8264,<1H OCEAN,236795.0
-122.09,37.35,30,1502,186.0,501,180,10.0259,NEAR BAY,499652.97
-119.01,36.05,27,1127,294.0,839,276,1.3807,INLAND,52046.0
-117.4,34.08,21,3622,667.0,2503,720,3.8531,INLAND,120101.0
-118.41,34.24,38,490,101.0,402,100,3.125,<1H OCEAN,238182.0
-117.9,33.74,18,1884,442.0,1915,442,2.3783,<1H OCEAN,173496.0
